Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;54;74;45;12;59;42;83;ns;ns;ns;ns;34;;7.2;1980;SD27;1480;2480;disc08_01_30;9;0;33;0;;51;2;2;3;0;0;0;6;24;50;3;14;3;0;0;0;3;0;0;6;20;5;0;3;10;11;13;0;13;16;0;0;9;0;3;15;19;13;3;39,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD27;1480;2280;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;61;75;47;10;57;39;81;1400;21800;ns;ns;33;87;7.2;1980;SD27;1480;2480;disc08_01_30;10;0;28;0;;53;4;1;2;0;0;0;8;29;46;2;12;2;0;0;0;2;0;0;5;17;4;0;3;11;12;18;0;14;13;0;0;8;0;2;17;19;15;2;36,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD27;1450;2180;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD27;1450;2180;disc08_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD27;1475;2280;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD28;1470;2330;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD28;1490;2280;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;1;ns;ns;ns;nd;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD28;1490;2380;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD28;1490;2280;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD28;1480;2280;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD28;1480;2280;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD28;1475;2280;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD28;1475;2280;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;13;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD28;1475;2280;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;;;;;;;;;;;;;;7.8;1930;SD32;1490;2380;disc09_30;0;0;0;0;;67;0;0;0;0;33;0;0;67;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;67;0;0;0;0;0;33;0;33;0;0;0;33,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;7.8;1930;SD32;1490;2380;disc09_18;0;0;0;0;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD32;1480;2280;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;43;93;49;13;44;68;92;1360;21200;ns;ns;38;;8.6;1865;SD32;1475;2280;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD32;1450;2180;disc09_18;0;13;26;;;56;0;0;0;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9;39;18;0;34,,,,,,,,,,,,,,,,,,
'2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;333;87;82;32;54;68;89;1600;25000;1340;1950;24;;9.9;1870;SD35;1490;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;319;86;70;23;44;77;89;1510;23500;1340;1840;23;;9.3;1870;SD35;1480;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;527;83;45;11;51;46;83;1370;21400;1220;1540;32;;9.3;1870;SD35;1480;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;276;85;73;23;45;59;91;1550;25700;1400;1800;31;;7.2;1980;SD35;1480;2480;disc10_18;8;3;46;2;;32;2;5;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;6;2;2;19;8;42;6;4;11',,,,,,,,,,,,,,,,,,
'2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;617;92;66;22;43;68;92;1580;24600;1400;1850;32;56;7.2;1980;SD35;1480;2480;disc10_30;8;6;53;1;;28;1;2;1;0;1;0;8;23;51;5;12;0;0;0;0;2;5;2;1;13;26;2;5;3;6;16;6;8;5;0;5;4;4;14;9;35;10;2;17',,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;583;85;61;7;43;52;86;1430;22200;1270;1630;21;61;9.9;1870;;1490;2280;disc11_18;2;7;45;;0;39;1;3;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;9;46;9;6;22,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;258;88;70;13;49;63;93;1500;23400;1360;1700;31;;7.2;1980;;1480;2480;disc11_30;2;5;55;0;;33;1;1;1;0;1;0;2;28;42;4;23;0;0;1;1;7;7;5;0;5;1;2;12;7;4;19;17;6;8;2;1;1;4;7;11;46;8;3;17,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;678;88;58;8;50;54;89;1450;22500;1270;1600;26;56;8.6;1865;;1475;2280;disc11_18;3;4;47;;;35;2;5;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;8;41;9;9;25,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;661;89;74;14;50;75;94;1610;25100;1400;1870;29;51;7.8;1900;;1470;2330;disc11_30;3;9;61;1;;22;1;2;0;0;0;0;3;23;54;3;15;0;0;1;0;8;9;9;1;6;1;2;13;11;4;14;13;2;7;0;3;1;4;9;11;49;6;7;9,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;191;92;73;10;47;76;96;1600;25000;1350;1870;12;;9.9;1870;SD29;1490;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;372;89;70;8;47;70;92;1520;23700;1290;1750;19;47;9.9;1870;SD29;1490;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;177;87;68;6;47;65;87;1380;21500;1250;1600;27;;9.9;1870;SD29;1490;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;434;87;67;11;50;62;96;1570;24400;1380;1820;25;36;7.8;1930;SD29;1490;2380;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;275;90;68;12;52;67;96;1600;25000;1400;1860;21;;7.8;1930;SD29;1490;2380;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;389;92;73;16;48;72;97;1600;25000;1450;1900;21;33;7.2;1980;SD29;1480;2480;disc11_01_30;3;4;65;1;;26;1;0;0;0;0;0;3;24;61;3;8;0;0;1;0;15;11;11;0;4;1;1;22;9;2;13;2;3;6;2;1;1;2;13;11;46;8;7;8,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;389;89;68;13;48;61;95;1500;25000;1380;1750;21;33;7.2;1980;SD29;1480;2480;disc11_01_18;1;3;56;0;;34;2;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;3;1;0;1;11;8;48;8;11;9,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;261;93;72;16;51;74;98;1630;25500;1490;1960;19;;7.2;1980;SD29;1480;2480;disc11_01_30;3;4;67;1;;23;1;0;1;0;0;0;3;25;61;3;7;0;0;1;0;16;10;12;0;5;1;1;21;10;2;14;3;2;4;2;2;0;2;14;12;44;9;9;6,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;170;87;69;8;59;55;97;1500;23400;1300;1700;21;;9.3;1870;SD29;1480;2280;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;169;90;55;7;55;68;93;1420;22200;1260;1650;33;;8.6;1865;SD29;1475;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;453;88;66;10;52;58;92;1490;23300;1300;1710;21;39;8.5;1830;SD29;1450;2180;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;397;91;64;10;55;67;94;1530;23800;1350;1800;22;39;8.6;1865;SD29;1475;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;453;90;73;13;52;73;96;1600;25000;1400;1840;21;39;8.5;1830;SD29;1450;2180;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;186;84;72;19;49;66;91;1500;23400;1330;1780;25;;8.5;1830;SD29;1450;2180;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;228;89;66;9;56;63;95;1520;23700;1400;1700;15;;8.6;1865;SD29;1475;2280;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;169;89;54;7;55;54;90;1400;21800;1250;1600;33;;8.6;1865;SD29;1475;2280;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD30;1470;2330;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;8;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD30;1490;2280;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD30;1480;2480;disc11_02_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD30;1480;2280;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD30;1450;2180;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD30;1475;2280;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD30;1470;2330;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
'2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;42;93;48;11;27;31;81;ns;ns;ns;ns;30;;9.9;1870;SD34;1490;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD34;1490;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2015;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD34;1475;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
