Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD43;1450;2180;disc14_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD43;1475;2280;disc14_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD43;1470;2330;disc14_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Sciences de l''ingénieur;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15;Sciences de l''ingénieur;3772;95;91;15;32;90;99;1870;29100;1640;2160;14;16;7.2;1980;;1480;2480;disc15_30;2;1;86;1;;7;0;3;0;0;0;0;2;5;87;4;1;0;0;0;0;1;35;25;1;9;2;2;15;2;1;3;2;0;2;0;2;0;1;13;2;73;1;4;2',,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Sciences de l''ingénieur;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15;Sciences de l''ingénieur;4329;91;85;7;36;68;98;1600;25000;1420;1880;15;15;9.3;1870;;1480;2280;disc15_18;1;1;66;;0;19;0;12;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;1;76;1;7;7',,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;641;94;92;10;36;83;99;1700;26500;1500;1950;18;4;9.9;1870;SD15;1490;2280;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;31;85;ns;ns;ns;ns;ns;ns;ns;ns;ns;45;;7.8;1930;SD15;1490;2380;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;611;94;91;11;30;84;99;1700;26500;1500;1980;19;;9.3;1870;SD15;1480;2280;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;584;94;90;12;29;82;99;1700;26500;1500;1920;18;;7.8;1930;SD15;1490;2380;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;33;91;79;8;37;79;96;ns;ns;ns;ns;19;;8.5;1830;SD15;1450;2180;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;594;96;87;9;32;85;99;1710;26600;1530;2000;20;6;8.6;1865;SD15;1475;2280;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;529;95;94;11;34;87;99;1770;27600;1600;2000;20;;8.5;1830;SD15;1450;2180;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD15;1470;2330;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Électronique', génie électrique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_01;Électronique', génie électrique;574;96;92;10;33;89;98;1800;28100;1600;2100;22;4;7.8;1900;SD15;1470;2330;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;786;98;92;15;41;88;98;1770;27600;1550;2000;10;13;7.8;1900;SD12;1470;2330;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;719;97;88;21;33;94;99;1970;30700;1700;2250;10;;7.8;1930;SD12;1490;2380;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;657;97;89;19;42;89;100;1840;28700;1600;2100;11;;9.3;1870;SD12;1480;2280;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;657;94;85;16;42;75;99;1700;26500;1490;1970;11;;9.3;1870;SD12;1480;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;844;98;92;24;36;93;100;1950;30400;1700;2250;12;18;7.2;1980;SD12;1480;2480;disc15_02_30;2;1;90;0;;5;0;1;0;0;0;0;2;3;92;2;1;0;0;0;0;0;8;70;2;3;2;2;9;1;0;1;0;0;1;0;1;1;1;22;1;66;1;5;1',,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;126;94;80;6;50;77;97;1700;26500;1450;1950;7;;9.3;1870;SD12;1480;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;138;95;85;13;48;84;99;1600;25000;1410;1850;10;;8.6;1865;SD12;1475;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;786;96;92;17;41;94;99;1920;29900;1700;2250;10;13;7.8;1900;SD12;1470;2330;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie civil;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_02;Génie civil;104;97;97;13;45;91;97;1730;27000;1580;2000;14;;7.8;1900;SD12;1470;2330;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;624;92;88;11;38;86;99;1750;27300;1550;2020;15;14;7.8;1930;SD13;1490;2380;disc15_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;120;91;76;6;42;65;97;1600;25000;1350;1810;25;;7.8;1900;SD13;1470;2330;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;579;94;90;6;38;68;99;1700;26500;1500;1980;15;;7.8;1900;SD13;1470;2330;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;390;94;85;8;43;86;99;1730;27000;1500;1980;16;;9.9;1870;SD13;1490;2280;disc15_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;535;92;90;12;39;85;99;1800;28100;1570;2080;14;;7.8;1930;SD13;1490;2380;disc15_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;563;89;83;6;40;68;99;1570;24500;1410;1800;17;30;9.9;1870;SD13;1490;2280;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;361;92;86;8;41;71;98;1700;26500;1500;1980;15;;9.3;1870;SD13;1480;2280;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;106;96;82;5;41;71;99;1560;25700;1400;1800;23;;7.2;1980;SD13;1480;2480;disc15_03_18;1;4;65;1;;25;0;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;3;2;5;73;1;4;9',,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;106;97;83;7;41;87;100;1650;25700;1500;1900;23;;7.2;1980;SD13;1480;2480;disc15_03_30;2;5;77;3;;10;0;4;0;0;0;0;2;12;74;6;5;1;0;0;0;14;40;2;0;11;0;1;12;5;1;9;4;0;1;1;2;0;3;4;6;70;2;7;5',,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;268;94;85;8;41;84;99;1800;28100;1580;2060;17;;8.5;1830;SD13;1450;2180;disc15_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Génie des procédés;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_03;Génie des procédés;472;90;82;7;39;64;97;1600;25000;1400;1840;15;27;8.6;1865;SD13;1475;2280;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;948;95;89;9;29;84;99;1670;26000;1500;1900;17;7;9.9;1870;SD11;1490;2280;disc15_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;38;97;89;22;31;84;97;ns;ns;ns;ns;16;;7.8;1930;SD11;1490;2380;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;85;94;84;8;35;84;99;1660;25900;1500;1770;16;;9.3;1870;SD11;1480;2280;disc15_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;85;91;86;7;35;80;97;1600;25000;ns;ns;16;;9.3;1870;SD11;1480;2280;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;910;92;87;6;32;69;99;1600;25000;1450;1840;14;;9.3;1870;SD11;1480;2280;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;776;94;90;8;34;73;99;1660;25800;1480;1850;17;;8.5;1830;SD11;1450;2180;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;852;94;90;7;33;73;98;1650;25700;1480;1840;17;8;8.5;1830;SD11;1450;2180;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;83;98;77;10;35;81;99;1650;25800;1460;2000;13;;8.6;1865;SD11;1475;2280;disc15_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;969;92;87;6;33;72;99;1630;25500;1430;1860;14;8;8.6;1865;SD11;1475;2280;disc15_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Mécanique', génie mécanique;STS;Sciences,' technologies et santé;disc15;Sciences de l''ingénieur;disc15_04;Mécanique', génie mécanique;789;97;94;11;35;91;99;1800;28100;1630;2020;15;7;7.8;1900;SD11;1470;2330;disc15_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;330;91;82;8;40;63;97;1600;25000;1430;1800;19;;7.8;1900;SD16;1470;2330;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;1110;94;87;8;33;88;98;1800;28100;1600;2100;15;25;7.8;1930;SD16;1490;2380;disc15_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;1110;93;87;8;33;78;98;1730;27000;1520;1980;15;25;7.8;1930;SD16;1490;2380;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;283;91;82;7;35;75;95;1600;25000;1440;1860;18;;7.8;1930;SD16;1490;2380;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;1271;90;86;6;36;66;98;1600;25000;1420;1850;17;;9.9;1870;SD16;1490;2280;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;827;94;89;8;33;90;98;1850;28900;1630;2170;14;;7.8;1930;SD16;1490;2380;disc15_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;364;85;75;5;38;54;94;1450;22600;1300;1650;24;;9.9;1870;SD16;1490;2280;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;1149;96;87;9;36;86;99;1800;28100;1600;2090;18;;8.5;1830;SD16;1450;2180;disc15_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;1539;92;82;8;37;62;98;1600;25000;1400;1870;17;20;8.6;1865;SD16;1475;2280;disc15_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Technologie et sciences industrielles;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;disc15_05;Technologie et sciences industrielles;330;93;84;10;40;82;98;1680;26100;1500;1900;19;;7.8;1900;SD16;1470;2330;disc15_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;1331;95;94;24;28;85;99;1700;26500;1500;1900;22;;7.8;1900;SD14;1470;2330;disc16_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;144;94;82;23;29;79;98;1630;25400;1400;1840;18;;7.8;1900;SD14;1470;2330;disc16_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
